Vill_Th,count,unique,min,max,range,sum,mean,median,stddev,minority,majority,q1,q3,iqr
บ้านอมแรด,"23","18",4,139,135,534,23.2173913043478,11,30.2740476053682,4,8,8,24.5,16.5
บ้านทุ่งแก,"21","16",1,34,33,218,10.3809523809524,10,7.84053077938569,1,2,5,12,7
บ้านกิ่วละแวก,"23","16",5,120,115,444,19.304347826087,14,22.8424372083661,6,14,9.5,19.5,10
บ้านแม่แอบ,"35","25",2,631,629,2175,62.1428571428571,15,124.358730604453,4,5,6,33,27
บ้านกองกาย,"8","7",5,2401,2396,2532,316.5,13,787.999048222776,5,13,7.5,42.5,35
บ้านแม่ขี้มูกน้อย,"6","6",18,2401,2383,2553,425.5,32,883.513016316115,18,18,25,45,20
บ้านขุนปอน,"23","16",1,163,162,457,19.8695652173913,9,35.6166843510003,4,5,4.5,17,12.5
บ้านห้วยวอก,"11","7",4,11,7,88,8,9,2.48632624203224,5,10,6,10,4
บ้านสันเกี๋ยง,"9","9",11,744,733,1535,170.555555555556,134,214.633077657409,11,11,29,189,160
บ้านป่าตึง,"12","12",2,323,321,1282,106.833333333333,88.5,88.3712182909245,2,2,36,153,117
บ้านแม่มิงค์,"14","14",14,195,181,1007,71.9285714285714,47.5,57.1545077408776,14,14,23,116,93
บ้านแม่ศึก,"1","1",171,171,0,171,171,171,0,171,171,171,171,0
บ้านแม่คอง,"27","25",4,469,465,2256,83.5555555555556,37,111.173982212511,4,12,19,83.5,64.5
บ้านน่าฮ่องใต้,"3","3",10,79,69,155,51.6666666666667,66,29.9369708257569,10,10,38,72.5,34.5
บ้านพะแอดู,"50","34",1,1093,1092,4446,88.92,27.5,194.881486037027,1,10,12,44,32
บ้านขุนแม่นาย,"43","38",8,1566,1558,6652,154.697674418605,42,296.056997567268,9,8,18,117.5,99.5
บ้านสบแม่สะต๊อบ,"38","29",3,572,569,2553,67.1842105263158,16,126.875375086437,3,13,10,42,32
บ้านห้วยผักกูด,"55","39",7,572,565,3455,62.8181818181818,25,104.961826984704,7,11,17,48,31
บ้านแม่สะต๊อบ,"90","62",1,598,597,6984,77.6,25.5,124.082033796642,1,13,12,78,66
บ้านนาฮ่อง,"2","2",31,94,63,125,62.5,62.5,31.5,31,31,31,94,63
บ้านนากลาง,"26","21",5,271,266,1272,48.9230769230769,15,74.3872006550978,6,7,7,34,27
บ้านป่าเกี๊ยะ,"45","34",0,1911,1911,4204,93.4222222222222,26,282.783897772674,0,6,12,67,55
บ้านผาละปิ,"138","69",3,591,588,7118,51.5797101449275,19.5,85.0344185723932,3,9,10,54,44
บ้านปางอุ๋ง,"76","50",2,1814,1812,6800,89.4736842105263,32,221.405704871362,4,2,11,85.5,74.5
บ้านห้วยขี้เปอ,"54","46",1,2043,2042,10014,185.444444444444,35.5,385.10497206109,1,14,17,180,163
บ้านแม่หยอด,"80","56",2,1911,1909,13781,172.2625,33.5,334.984691581198,2,12,12,184,172
บ้านโป่งขนุนและแม่นิลใน,"44","28",5,792,787,1833,41.6590909090909,20,115.375265819022,5,10,12,38,26
บ้านแม่หงานหลวง,"41","23",3,222,219,1091,26.609756097561,11,37.4803220232284,13,7,7,36,29
บ้านกองบอด,"24","17",4,292,288,772,32.1666666666667,13,57.214265897783,4,6,7,37,30
บ้านปางหินฝน,"14","12",3,2401,2398,2930,209.285714285714,13,613.281155352261,3,8,6,41,35
บ้านพุยใต้,"5","5",22,46,24,174,34.8,40,9.84682690007294,22,22,24,42,18
บ้านดินขาว,"13","12",5,2401,2396,2903,223.307692307692,28,630.587318984378,5,30,13,40,27
บ้านโมโลตู่,"12","11",2,1540,1538,1824,152,24.5,419.06125248385,2,6,6,50,44
บ้านพุยกลาง,"15","13",3,329,326,920,61.3333333333333,16,88.7886379117408,3,8,8,68.5,60.5
บ้านแม่แฮใน,"16","15",1,232,231,761,47.5625,19,64.5077211948306,1,19,11.5,50,38.5
บ้านแม่ตูมกลาง,"54","39",0,547,547,3323,61.537037037037,22.5,91.103464373483,0,9,9,88,79
บ้านของ,"35","26",4,212,208,1412,40.3428571428571,29,42.8738634049383,6,12,12,44.5,32.5
บ้านเฮาะ,"19","15",5,1124,1119,1937,101.947368421053,13,258.165486234215,5,6,8.5,32,23.5
บ้านแปะ,"25","20",0,294,294,1379,55.16,15,88.9078984117834,0,8,5,43,38
บ้านกอกน้อย,"11","11",23,1540,1517,2481,225.545454545455,67,423.042521747651,23,23,27.5,158.5,131
บ้านแม่แฮใต้,"23","21",2,232,230,1406,61.1304347826087,25,73.2395143691461,3,2,8,88,80
บ้านสหกรณ์7,"2","2",23,45,22,68,34,34,11,23,23,23,45,22
บ้านสหกรณ์3,"1","1",2,2,0,2,2,2,0,2,2,2,2,0
บ้านห้วยยาบ,"143","56",0,607,607,4440,31.0489510489511,10,66.3835358170309,0,5,6,27,21
บ้านห้วยบง,"54","42",3,2579,2576,9224,170.814814814815,42.5,383.561867822113,7,8,14,121,107
บ้านใหม่ดอนแก้ว,"15","13",5,371,366,663,44.2,16,89.3899323190257,8,5,7.5,29,21.5
บ้านแม่ตะไคร้,"2","2",1,10,9,11,5.5,5.5,4.5,1,1,1,10,9
บ้านอ้อย,"1","1",56,56,0,56,56,56,0,56,56,56,56,0
บ้านหนองปลามัน,"1","1",56,56,0,56,56,56,0,56,56,56,56,0
บ้านแม่ใน,"3","3",3,227,224,236,78.6666666666667,6,104.894656150296,3,3,4.5,116.5,112
บ้านปางอีกา,"1","1",11,11,0,11,11,11,0,11,11,11,11,0
บ้านปางไม้แดง,"1","1",23,23,0,23,23,23,0,23,23,23,23,0
บ้านทับเดื่อ,"1","1",8,8,0,8,8,8,0,8,8,8,8,0
บ้านปางกึ๊ด,"2","1",3,3,0,6,3,3,0,3,3,3,3,0
บ้านห้วยฝักดาบ,"4","4",3,35,32,48,12,5,13.3229125944742,3,3,3.5,20.5,17
บ้านปางกว้าง,"3","3",13,20,7,52,17.3333333333333,19,3.09120616516523,13,13,16,19.5,3.5
บ้านป่าเลา,"2","2",8,10,2,18,9,9,1,8,8,8,10,2
บ้านตีนธาตุ,"1","1",35,35,0,35,35,35,0,35,35,35,35,0
บ้านสันปูเลย,"4","4",5,25,20,63,15.75,16.5,8.87059749960509,5,5,7,24.5,17.5
บ้านก๋ายน้อย,"31","20",2,72,70,581,18.741935483871,9,18.8610671574654,2,3,5,23,18
บ้านเหล่า,"63","32",2,622,620,2314,36.7301587301587,11,91.9743246348583,5,3,7,20.5,13.5
บ้านออบ,"7","7",9,104,95,274,39.1428571428571,20,31.7239367554739,9,9,16,54.5,38.5
บ้านเมืองก๋าย,"11","10",6,45,39,224,20.3636363636364,14,13.7131173252787,6,45,11.5,28,16.5
บ้านม่อนเงาะ,"49","28",1,101,100,858,17.5102040816327,8,22.9597006744511,6,2,4,21,17
บ้านผาแด่น,"2","2",4,219,215,223,111.5,111.5,107.5,4,4,4,219,215
บ้านเอียก,"2","1",12,12,0,24,12,12,0,12,12,12,12,0
บ้านแม่หลอด,"11","11",3,145,142,516,46.9090909090909,27,45.3159705852434,3,3,13,59,46
บ้านหนองบัวหลวง,"2","2",19,91,72,110,55,55,36,19,19,19,91,72
บ้านทุ่งหลวง,"32","18",3,38,35,401,12.53125,8,9.97805208632927,5,4,4,19,15
บ้านหนองมณฑา,"65","32",3,166,163,1327,20.4153846153846,12,25.8860772246944,15,3,7,21,14
บ้านใหม่วังผาปูน,"3","3",5,23,18,38,12.6666666666667,10,7.58653778449403,5,5,7.5,16.5,9
บ้านสบวิน,"8","8",7,57,50,218,27.25,24.5,16.6414392406426,7,7,11.5,41,29.5
บ้านขุนป๋วย,"16","15",1,2687,2686,3179,198.6875,13.5,645.0813629642,1,4,5,37,32
บ้านห้วยข้าวลีบ,"19","14",3,1284,1281,2317,121.947368421053,14,304.255860763378,3,4,6,52,46
บ้านม่อนยะ,"2","2",3,16,13,19,9.5,9.5,6.5,3,3,3,16,13
บ้านโป่งลมแรง,"21","18",5,1284,1279,2532,120.571428571429,15,280.109599541148,5,7,11,35,24
บ้านห้วยเย็น,"26","13",2,26,24,224,8.61538461538461,6,7.29107422219864,8,3,3,11,8
บ้านแม่สะป๊อก,"49","29",1,159,158,1125,22.9591836734694,13,27.4456488382027,1,6,6,29,23
บ้านห้วยหยวก,"4","4",2,24,22,39,9.75,6.5,8.4372685153431,2,2,4,15.5,11.5
บ้านห้วยตอง,"75","44",1,2433,2432,10263,136.84,14,377.825675499517,1,14,8.5,62,53.5
บ้านขุนวาง,"22","19",3,1747,1744,3525,160.227272727273,16.5,408.346658859422,4,3,9,25,16
บ้านห้วยอีค่าง,"11","7",3,40,37,101,9.18181818181818,5,10.3028520483689,4,3,3,10.5,7.5
บ้านแม่มูต,"14","12",3,228,225,467,33.3571428571429,13.5,56.8640071233328,4,3,5,24,19
บ้านห้วยโป่ง,"6","6",4,45,41,117,19.5,9.5,17.1148084028617,4,4,7,42,35
บ้านประตูเมือง,"35","24",1,245,244,895,25.5714285714286,11,42.9971997189755,1,5,6,23.5,17.5
บ้านห้วยยาว,"126","58",1,1605,1604,8562,67.9523809523809,14,207.710109999293,1,5,6,38,32
บ้านห้วยเย็นม้ง,"9","9",4,67,63,180,20,14,17.4992063312089,4,4,11,20,9
บ้านห้วยบงใต้,"2","2",9,27,18,36,18,18,9,9,9,9,27,18
บ้านป่าเมี่ยงแม่สาย,"31","19",2,94,92,599,19.3225806451613,12,23.2148271540385,5,7,6.5,19.5,13
บ้านป่าห้า,"2","2",59,94,35,153,76.5,76.5,17.5,59,59,59,94,35
บ้านห้วยงู,"3","3",9,735,726,792,264,48,333.427653322276,9,9,28.5,391.5,363
บ้านม่อนหินไหล,"3","3",400,735,335,1538,512.666666666667,403,157.218178196911,400,400,401.5,569,167.5
บ้านห้วยทราย,"1","1",11,11,0,11,11,11,0,11,11,11,11,0
บ้านขุนปั๋ง,"12","10",4,57,53,181,15.0833333333333,11,14.4594740184036,4,5,5.5,15,9.5
บ้านเฉลิมราช,"2","2",3,5,2,8,4,4,1,3,3,3,5,2
บ้านขุนแจ๋,"50","23",1,91,90,712,14.24,9,16.9617923581207,1,7,5,18,13
บ้านสามลี่,"30","21",1,69,68,480,16,9.5,16.5911623060793,5,4,4,22,18
บ้านล้อง,"2","2",4,16,12,20,10,10,6,4,4,4,16,12
